status	loglr	df	p	cluster	p.adjust
Success	0.54359581415838	2	0.580656560878056	chr1:clu_3515_NA	0.881201331516353
Success	1.14554864961519	3	0.514228573306138	chr1:clu_3516_NA	0.856335219586046
Success	2.17573133831387	1	0.0369771754010224	chr1:clu_3517_NA	0.379543885573668
Success	0.324723884313016	1	0.420310185868742	chr1:clu_3518_NA	0.811423688691379
Success	0.000298519859462942	1	0.980506112288961	chr1:clu_3519_NA	0.99789241249737
Success	1.94353717408467	5	0.565786496878468	chr1:clu_3520_NA	0.875883583589882
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3521_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3522_NA	NA
Success	3.02625205392311	1	0.0138865895636836	chr1:clu_3523_NA	0.25576672099517
Success	8.98756200084608	11	0.0821596225760307	chr1:clu_3524_NA	0.494084238507958
Success	0.137245057407313	2	0.871756569549373	chr1:clu_3525_NA	0.972329960994038
Success	0.0530707354568847	2	0.948312930761371	chr1:clu_3526_NA	0.99090130525794
Success	1.18962099180567	1	0.122957196405605	chr1:clu_3527_NA	0.561370850209906
Success	0.197817282168071	1	0.529352405427263	chr1:clu_3528_NA	0.861576127450066
Success	1.04643711497681	2	0.351186760797766	chr1:clu_3529_NA	0.773158280309503
Success	1.37733794404414	2	0.252249161447797	chr1:clu_3530_NA	0.704522849364339
Success	0.0889561776444552	1	0.67317350187851	chr1:clu_3531_NA	0.913222146150278
Success	0.615090005247318	1	0.267372033174759	chr1:clu_3532_NA	0.716105115720869
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3533_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3534_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3535_NA	NA
Success	2.45091609793553	6	0.55646426092889	chr1:clu_3536_NA	0.872793916212796
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3537_NA	NA
Success	0.0336068349355116	1	0.795437731361039	chr1:clu_3538_NA	0.952913618371458
Success	14.0847325556979	14	0.0135086746488805	chr1:clu_3539_NA	0.252768971885623
Success	2.35433308914526	7	0.695466306784532	chr1:clu_3540_NA	0.92040495281932
Success	2.50434426273853	2	0.0817291732819849	chr1:clu_3541_NA	0.493585212328169
Success	0.573400397904152	1	0.28421985781443	chr1:clu_3542_NA	0.727753089797408
Success	0.0580475987957243	1	0.733308769141024	chr1:clu_3543_NA	0.935532371996139
Success	0.844256921897681	4	0.792803026976172	chr1:clu_3544_NA	0.952318991140448
Success	2.02375642273682	8	0.852811426812056	chr1:clu_3545_NA	0.967386181764287
Success	1.06158081731974	4	0.713118451121562	chr1:clu_3546_NA	0.927524868516223
Success	2.98420177049331	3	0.113157621456363	chr1:clu_3547_NA	0.5481254539548
Success	0.379672827925447	2	0.684085186173105	chr1:clu_3548_NA	0.917178813905208
Success	0.317979262726226	3	0.888153371182641	chr1:clu_3549_NA	0.97708954574552
Success	2.39511159092399	6	0.570986448735363	chr1:clu_3550_NA	0.877445540089216
Success	0.455653290461555	3	0.822698449002704	chr1:clu_3551_NA	0.958789415026992
Success	2.26416472338934	4	0.339201544797717	chr1:clu_3552_NA	0.765139876302605
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3553_NA	NA
Success	0.175062752359253	1	0.554042093495151	chr1:clu_3554_NA	0.871436103352922
Success	2.32493490402246	1	0.0310559027789059	chr1:clu_3555_NA	0.358532860851206
Success	0.0944871263816935	2	0.909839447476403	chr1:clu_3556_NA	0.982389105745636
Success	0.830059803200641	1	0.197587175618077	chr1:clu_3557_NA	0.654817758582078
Success	0.0939432532997699	1	0.664681511787796	chr1:clu_3558_NA	0.910194751904901
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3559_NA	NA
Success	0.642430152005772	2	0.526012579039941	chr1:clu_3560_NA	0.860385126285905
Success	1.87589752992835	6	0.710222853621666	chr1:clu_3561_NA	0.926102222614053
Success	1.57068093195153	3	0.370339291488838	chr1:clu_3562_NA	0.784489386785545
Success	4.67431939636685	7	0.22858475037525	chr1:clu_3563_NA	0.684069811098421
Success	4.95385447894427	2	0.00705615863007139	chr1:clu_3564_NA	0.180772849015731
Success	0.657164191031981	2	0.518319106317808	chr1:clu_3565_NA	0.857782092668483
Success	0.490030348678715	2	0.612607802064931	chr1:clu_3566_NA	0.891927435605092
Success	2.7491849029673	2	0.0639799898587527	chr1:clu_3567_NA	0.456486142857099
Success	4.74904888172796	5	0.0907714951337226	chr1:clu_3568_NA	0.510660525807692
Success	4.68329700854201	4	0.0525618091382342	chr1:clu_3569_NA	0.427310813367109
Success	0.411241112252767	1	0.364455419941553	chr1:clu_3570_NA	0.781764307115324
Success	0.450599849516266	1	0.342460231331273	chr1:clu_3571_NA	0.767593994805537
Success	12.6869304042648	13	0.0206053613956024	chr1:clu_3572_NA	0.306002731042846
Success	0.179750039111511	1	0.548784010401143	chr1:clu_3573_NA	0.869985877190229
Success	3.55114863678409	6	0.311490393618151	chr1:clu_3574_NA	0.748005682895786
Success	0.931959593900402	1	0.172173150454878	chr1:clu_3575_NA	0.627871258664854
Success	3.22221209350676	5	0.265342914143156	chr1:clu_3576_NA	0.714451597015561
Success	0.0597034034706212	1	0.729678747768141	chr1:clu_3577_NA	0.9343345226884
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3578_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3579_NA	NA
Success	0.0681686557145156	1	0.711949717594104	chr1:clu_3580_NA	0.927031071537745
Success	1.55860410539465	1	0.0774694058460876	chr1:clu_3581_NA	0.487162437872198
Not enough valid samples	NA	NA	NA	chr1:clu_3582_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3583_NA	NA
Success	1.15532865610245	1	0.128489704542714	chr1:clu_3584_NA	0.568271832947444
Success	3.82785541312478	8	0.467802784639973	chr1:clu_3585_NA	0.833640728662968
Success	0.297137352205027	5	0.988263876908129	chr1:clu_3586_NA	0.999718183115937
Success	1.54887201452834	2	0.212487521535377	chr1:clu_3587_NA	0.669134311785011
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3588_NA	NA
Success	0.938221531594536	4	0.758470999248578	chr1:clu_3589_NA	0.942039022853765
Success	0.15301936132164	2	0.85811310744668	chr1:clu_3590_NA	0.968540916940855
Success	2.38288407877735	15	0.993930654168435	chr1:clu_3591_NA	1
Success	2.07177962786618	2	0.125961417673058	chr1:clu_3592_NA	0.566052026551261
Success	0.825554618745997	5	0.89500067611165	chr1:clu_3593_NA	0.978202627423161
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3594_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3595_NA	NA
Success	4.3841312691373	3	0.0325360333876131	chr1:clu_3596_NA	0.362535173132817
Success	0.527497394239305	1	0.304359540130205	chr1:clu_3597_NA	0.742447687992815
Success	4.24956562151814	4	0.0749135657204266	chr1:clu_3598_NA	0.481791477197365
Success	0.290908908902644	1	0.445600675226574	chr1:clu_3599_NA	0.823095480462888
Success	3.76529848058715	5	0.184073417601503	chr1:clu_3600_NA	0.639735348336125
Success	6.76613182785786	11	0.259963422730204	chr1:clu_3601_NA	0.710611333780127
Success	10.194646650878	6	0.00236028108815498	chr1:clu_3602_NA	0.0986178420615824
Success	0.14261150282784	1	0.593298130379503	chr1:clu_3603_NA	0.885950956335037
Success	1.1871520551033	1	0.123346552263039	chr1:clu_3604_NA	0.562290027257853
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3605_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3606_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3607_NA	NA
Success	5.17755951359231	6	0.110471949881521	chr1:clu_3608_NA	0.543601315086407
Success	1.98672417564285	3	0.264345538812703	chr1:clu_3609_NA	0.713571633686961
Success	0.000659284212019884	1	0.971033503900975	chr1:clu_3610_NA	0.995965710277943
Success	0.748611684969575	2	0.473022801760839	chr1:clu_3611_NA	0.836383845620446
Not enough valid samples	NA	NA	NA	chr1:clu_3612_NA	NA
Success	0.0320222496592066	2	0.968485033377533	chr1:clu_3613_NA	0.994952401217685
Success	0.00846284368253691	2	0.99157286537467	chr1:clu_3614_NA	1
Success	0.173243039340264	1	0.556109047724782	chr1:clu_3615_NA	0.872559366797363
Success	0.18500484568662	1	0.542998985557702	chr1:clu_3616_NA	0.867204008165958
Success	0.0648865567175108	2	0.937173773416329	chr1:clu_3617_NA	0.98877869813399
Success	5.0500306026679	10	0.431758899898532	chr1:clu_3618_NA	0.817114905910473
Success	0.423552131382166	3	0.838170255052638	chr1:clu_3619_NA	0.962475231823698
Success	0.14699166679975	2	0.863301171447883	chr1:clu_3620_NA	0.969743569282462
Not enough valid samples	NA	NA	NA	chr1:clu_3621_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3622_NA	NA
Success	1.19609723895667	4	0.664038309423685	chr1:clu_3623_NA	0.909855657463698
Success	1.7185234863519	2	0.179330736809288	chr1:clu_3624_NA	0.635334904398656
Success	0.0220716428622154	1	0.833587256003344	chr1:clu_3625_NA	0.961338212066258
Success	1.71270781175735	3	0.330565074159801	chr1:clu_3626_NA	0.759124868883675
Success	3.9409137631028	12	0.794295634632966	chr1:clu_3627_NA	0.952631237532444
Success	3.8181192508091e-05	1	0.993027728722541	chr1:clu_3628_NA	1
Success	4.08597211411156	1	0.00425432804399785	chr1:clu_3629_NA	0.137004254589067
Success	0.459650491860089	1	0.337658578068054	chr1:clu_3630_NA	0.763911893091377
Success	0.505194719822612	2	0.603388072368907	chr1:clu_3631_NA	0.889339520796031
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3632_NA	NA
Success	1.63005651165395	7	0.859942575791447	chr1:clu_3633_NA	0.969192679025654
Success	1.34023689212628	1	0.101585501101358	chr1:clu_3634_NA	0.528134866383181
Success	1.32485105116086	2	0.265842553079788	chr1:clu_3635_NA	0.714860686958198
Not enough valid samples	NA	NA	NA	chr1:clu_3636_NA	NA
Success	1.36512443501533	5	0.741488261772679	chr1:clu_3637_NA	0.937496690244248
Not enough valid samples	NA	NA	NA	chr1:clu_3638_NA	NA
Success	0.000739355128473562	1	0.969325705555168	chr1:clu_3639_NA	0.995477740903444
Not enough valid samples	NA	NA	NA	chr1:clu_3640_NA	NA
Success	2.63859065905945	1	0.0216066994456223	chr1:clu_3641_NA	0.313521119657585
Success	3.1026453269109	2	0.044930190008885	chr1:clu_3642_NA	0.406362406541386
Success	0.397551703917429	3	0.850637871735568	chr1:clu_3643_NA	0.966473824571636
Success	0.0321585786970218	3	0.995744557692469	chr1:clu_3644_NA	1
Success	4.53775367227308	7	0.247280310024734	chr1:clu_3645_NA	0.700024595375526
Not enough valid samples	NA	NA	NA	chr1:clu_3646_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3647_NA	NA
Success	1.81260670196389	4	0.459096433288917	chr1:clu_3648_NA	0.830189498820237
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3649_NA	NA
Success	0.210303341244	1	0.516634476657339	chr1:clu_3650_NA	0.857356237298031
Success	3.97986113163182	2	0.0186882343621552	chr1:clu_3651_NA	0.294577132471039
Success	1.57876019356104	3	0.367970448146686	chr1:clu_3652_NA	0.782900979875472
Success	0.0550499386718002	2	0.946437882922503	chr1:clu_3653_NA	0.990630269872927
Not enough valid samples	NA	NA	NA	chr1:clu_3654_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3655_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3656_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3657_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3658_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3659_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3660_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3661_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3662_NA	NA
Success	7.60376804628231	12	0.230282658544527	chr1:clu_3663_NA	0.685595805305659
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3664_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3665_NA	NA
Success	1.64213275230918	3	0.349838604337894	chr1:clu_3666_NA	0.772500489885143
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3667_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3668_NA	NA
Success	0.297463862638509	1	0.4405198992771	chr1:clu_3669_NA	0.821062650225014
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3670_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3671_NA	NA
Success	2.09361936516029	5	0.522785283661449	chr1:clu_3672_NA	0.859181278518322
Success	1.23246635852638	4	0.650925948361424	chr1:clu_3673_NA	0.905130845095983
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3674_NA	NA
Success	0.697238147635289	3	0.706830027725657	chr1:clu_3675_NA	0.92480655472708
Success	0.995337259827693	3	0.574344497336406	chr1:clu_3676_NA	0.878829562229508
Success	2.6366291616396	1	0.0216554419900192	chr1:clu_3677_NA	0.313731475617641
Success	1.56313645531011	1	0.0770396829794386	chr1:clu_3678_NA	0.486041498198817
Success	0.0444866499481975	2	0.956488369177664	chr1:clu_3679_NA	0.992105813754502
Success	3.16493902313134	1	0.0118720480919551	chr1:clu_3680_NA	0.238545627006813
Success	3.74547231013366	6	0.277817929476123	chr1:clu_3681_NA	0.723897356395455
Success	1.67621445939102	4	0.500668447423694	chr1:clu_3682_NA	0.849344568113291
Success	4.12366552144033	6	0.220537466280439	chr1:clu_3683_NA	0.676796338585226
Success	2.2279472148474	5	0.485806211967503	chr1:clu_3684_NA	0.843833877516012
Not enough valid samples	NA	NA	NA	chr1:clu_3685_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3686_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3687_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3688_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3689_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3690_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3691_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3692_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3693_NA	NA
Success	0.915322040463252	2	0.400387664297585	chr1:clu_3694_NA	0.801677047724697
Success	2.41616129980366	6	0.565492065974189	chr1:clu_3695_NA	0.875883583589882
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3696_NA	NA
Success	0.670755715998354	3	0.719300165639483	chr1:clu_3697_NA	0.929450258044565
Success	0.91804608935611	1	0.175409659278366	chr1:clu_3698_NA	0.630914594556896
Success	0.99305804221521	1	0.158747570002251	chr1:clu_3699_NA	0.613565314902709
Success	0.0706499014165729	1	0.706992236508765	chr1:clu_3700_NA	0.92480655472708
Success	2.40165313592351	2	0.0905681080733028	chr1:clu_3701_NA	0.510318245130403
Success	0.494998703484782	2	0.609571697614779	chr1:clu_3702_NA	0.891059244205189
Success	0.812351322135513	1	0.20243731573808	chr1:clu_3703_NA	0.659193773629394
Success	0.456284005403745	2	0.633633856102842	chr1:clu_3704_NA	0.899662711347677
Success	1.9619528590124	3	0.269799039887032	chr1:clu_3705_NA	0.718101237142793
Success	2.19987959897708	7	0.73275190125912	chr1:clu_3706_NA	0.935309991537727
Success	1.85982433639756	1	0.0537756848413067	chr1:clu_3707_NA	0.431089009271241
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3708_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3709_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3710_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3711_NA	NA
Success	3.24261913126452	4	0.165722871733715	chr1:clu_3712_NA	0.620722966238857
Not enough valid samples	NA	NA	NA	chr1:clu_3713_NA	NA
Success	4.41073491283237	10	0.549126551072701	chr1:clu_3714_NA	0.87005477803382
Success	5.3021424919794	2	0.00498091090520948	chr1:clu_3715_NA	0.149666674180209
Success	2.56046596966644	11	0.925168645371353	chr1:clu_3716_NA	0.985728631027771
Success	0.0418639392435978	1	0.772307661634643	chr1:clu_3717_NA	0.946144928213097
Success	1.20969787175881	2	0.298287386860765	chr1:clu_3718_NA	0.738564667606505
Success	0.266234154374615	1	0.465570975907788	chr1:clu_3719_NA	0.833149671008959
Success	0.935047472101118	1	0.171464205828725	chr1:clu_3720_NA	0.627279378072664
Success	0.146238509747945	1	0.588637553103101	chr1:clu_3721_NA	0.884214794645996
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3722_NA	NA
Success	1.46098467034784	3	0.403813095490672	chr1:clu_3723_NA	0.802575782500493
Success	1.16178096826559	4	0.676482592130319	chr1:clu_3724_NA	0.914715802736123
Success	0.118190188462648	1	0.626832708046389	chr1:clu_3725_NA	0.897404444931278
Success	1.50804294601429	1	0.0824422223072729	chr1:clu_3726_NA	0.494305091095073
Success	0.0314076152968141	1	0.802100441738975	chr1:clu_3727_NA	0.954170444177525
Success	0.784082422263964	4	0.814502168680221	chr1:clu_3728_NA	0.957428660737382
Success	0.258969316183283	3	0.91493306314857	chr1:clu_3729_NA	0.983803353527292
Success	5.25759064356839	4	0.0325885130295073	chr1:clu_3730_NA	0.362535173132817
Success	0.227227954049113	2	0.796739141674638	chr1:clu_3731_NA	0.95333682346887
Success	6.57398225239376	15	0.590870292127947	chr1:clu_3732_NA	0.885146060908295
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3733_NA	NA
Success	1.74266982809411	4	0.480110980567984	chr1:clu_3734_NA	0.840513608610102
Success	0.136193535811884	1	0.601734980878473	chr1:clu_3735_NA	0.889021881697613
Not enough valid samples	NA	NA	NA	chr1:clu_3736_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3737_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3738_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3739_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3740_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3741_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3742_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3743_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3744_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3745_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3746_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3747_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3748_NA	NA
Success	1.02121500853309	2	0.360157080299386	chr1:clu_3749_NA	0.780420561827414
Success	1.91520906664937	2	0.147311031542759	chr1:clu_3750_NA	0.596772953522052
Success	0.580153611060268	2	0.559812366589114	chr1:clu_3751_NA	0.874589490189069
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3752_NA	NA
Success	5.59440272357483	2	0.00371861971623116	chr1:clu_3753_NA	0.126237353524689
Success	10.237649482885	5	0.00101736474873614	chr1:clu_3754_NA	0.0568186984884132
Success	0.465570383971752	1	0.334566672589466	chr1:clu_3755_NA	0.761828424049499
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3756_NA	NA
Success	3.05445007770027	3	0.106430541282851	chr1:clu_3757_NA	0.536392317373889
Success	2.78986534604064	7	0.589585074049024	chr1:clu_3758_NA	0.884627665991741
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3759_NA	NA
Success	0.0577713576431051	1	0.733919977355472	chr1:clu_3760_NA	0.93573161324058
Success	1.56516346721719	7	0.872689791431506	chr1:clu_3761_NA	0.972559180693102
Success	6.8839467089481	1	0.000206841139042091	chr1:clu_3762_NA	0.0182904281419075
Success	0.0771566101126382	1	0.694447103122633	chr1:clu_3763_NA	0.920238022396773
Success	0.666903208844815	2	0.513295688591234	chr1:clu_3764_NA	0.855857805053137
Success	0.720192264155799	1	0.230077125547928	chr1:clu_3765_NA	0.685418134839622
Not enough valid samples	NA	NA	NA	chr1:clu_3766_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3767_NA	NA
Success	0.0292807382583504	1	0.808784203245516	chr1:clu_3768_NA	0.956522805498393
Success	0.631783926715453	1	0.260976823542387	chr1:clu_3769_NA	0.711120669100726
Success	1.05532405611149	1	0.14627735427341	chr1:clu_3770_NA	0.595486540625785
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3771_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3772_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3773_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3774_NA	NA
Success	7.96935002720096	3	0.00116727540014337	chr1:clu_3775_NA	0.0622058709112705
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3776_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3777_NA	NA
Success	8.44708421773157	20	0.659834673242252	chr1:clu_3778_NA	0.907919081749903
Not enough valid samples	NA	NA	NA	chr1:clu_3779_NA	NA
Success	0.285341600531829	1	0.449987558151431	chr1:clu_3780_NA	0.8248717751556
Success	0.0364904059288449	1	0.787045157061366	chr1:clu_3781_NA	0.950545997177591
Success	7.03985110991971	5	0.0151109852171593	chr1:clu_3782_NA	0.267818782680389
Success	0.759936762977873	1	0.217638633542199	chr1:clu_3783_NA	0.673990541060285
Success	1.05511212296767	1	0.146317875020034	chr1:clu_3784_NA	0.595486540625785
