status	loglr	df	p	cluster	p.adjust
Success	0.691063037944836	1	0.239739331031245	chr1:clu_3518_NA	0.262881858426531
Success	0.56151402837941	1	0.289267368088668	chr1:clu_3519_NA	0.310732996898457
Success	7.92188096381574	5	0.00730459004522087	chr1:clu_3520_NA	0.0121137764167085
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3521_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3522_NA	NA
Success	1.4052120654	1	0.0936536122998674	chr1:clu_3523_NA	0.11528153753048
Success	19.7342986710837	8	4.02287558657543e-06	chr1:clu_3524_NA	1.57519552487197e-05
Not enough valid samples	NA	NA	NA	chr1:clu_3525_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3526_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3527_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3528_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3529_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3530_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3531_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3532_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3533_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3534_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3535_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3536_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3537_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3538_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3539_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3540_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3541_NA	NA
Success	0.0106356101172764	1	0.884042516119603	chr1:clu_3542_NA	0.886896670488591
Success	2.31722490271068	1	0.0313361904304224	chr1:clu_3543_NA	0.0441047273337884
Not enough valid samples	NA	NA	NA	chr1:clu_3544_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3545_NA	NA
Success	18.8605212233238	4	1.27929395845182e-07	chr1:clu_3546_NA	7.43311003143852e-07
Success	9.13589261169989	3	0.000386572305949739	chr1:clu_3547_NA	0.000896792952836544
Success	2.55719102210657	2	0.0775221930170174	chr1:clu_3548_NA	0.097627699435396
Not enough valid samples	NA	NA	NA	chr1:clu_3549_NA	NA
Success	9.48907829441464	6	0.00420068264280029	chr1:clu_3550_NA	0.00743065109202312
Success	4.3002681190635	4	0.0718977210198559	chr1:clu_3551_NA	0.0913910261795004
Not enough valid samples	NA	NA	NA	chr1:clu_3552_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3553_NA	NA
Success	0.0012784822087184	1	0.959671009040061	chr1:clu_3554_NA	0.96081256852742
Not enough valid samples	NA	NA	NA	chr1:clu_3555_NA	NA
Success	4.38397585540211	2	0.0124756584721096	chr1:clu_3556_NA	0.0195346618971064
Not enough valid samples	NA	NA	NA	chr1:clu_3557_NA	NA
Success	0.475471723369481	1	0.329479267289821	chr1:clu_3558_NA	0.349280036546967
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3559_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3560_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3561_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3562_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3563_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3564_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3565_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3566_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3567_NA	NA
Success	14.4405086000227	4	8.26472487214073e-06	chr1:clu_3568_NA	2.97755833907639e-05
Success	4.6200012194397	3	0.0262643888466822	chr1:clu_3569_NA	0.0377539909617037
Not enough valid samples	NA	NA	NA	chr1:clu_3570_NA	NA
Success	2.77397367567391	1	0.0185023726914917	chr1:clu_3571_NA	0.0276955824290409
Success	46.4934952923886	13	3.74024007661215e-14	chr1:clu_3572_NA	1.06284153302443e-12
Not enough valid samples	NA	NA	NA	chr1:clu_3573_NA	NA
Success	17.6482316780221	5	1.31295858370538e-06	chr1:clu_3574_NA	5.84106291643409e-06
Not enough valid samples	NA	NA	NA	chr1:clu_3575_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3576_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3577_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3578_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3579_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3580_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3581_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3582_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3583_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3584_NA	NA
Success	32.264199098041	8	5.98157768476074e-11	chr1:clu_3585_NA	7.95518326396885e-10
Success	22.4381401677674	6	4.95274178982966e-08	chr1:clu_3586_NA	3.19671201050822e-07
Not enough valid samples	NA	NA	NA	chr1:clu_3587_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3588_NA	NA
Success	4.62719681116141	4	0.0550460376824945	chr1:clu_3589_NA	0.0723805026066129
Success	1.49495593461324	2	0.224258486549754	chr1:clu_3590_NA	0.247549884447096
Success	37.7827692741748	15	4.47444422291823e-10	chr1:clu_3591_NA	4.88183960741233e-09
Not enough valid samples	NA	NA	NA	chr1:clu_3592_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3593_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3594_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3595_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3596_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3597_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3598_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3599_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3600_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3601_NA	NA
Success	24.4885381221225	6	7.53513189115134e-09	chr1:clu_3602_NA	6.04554953137086e-08
Success	3.40961199717781	1	0.00901817455232731	chr1:clu_3603_NA	0.0146261915225165
Success	1.510132103415	1	0.082230068522667	chr1:clu_3604_NA	0.102925887765607
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3605_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3606_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3607_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3608_NA	NA
Success	4.66496763045689	3	0.025211114692181	chr1:clu_3609_NA	0.0364117055224955
Success	4.06081545570473	1	0.00437401922593542	chr1:clu_3610_NA	0.00770104490670471
Not enough valid samples	NA	NA	NA	chr1:clu_3611_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3612_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3613_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3614_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3615_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3616_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3617_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3618_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3619_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3620_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3621_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3622_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3623_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3624_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3625_NA	NA
Success	1.81175903720202	3	0.305092029847717	chr1:clu_3626_NA	0.326165948560962
Not enough valid samples	NA	NA	NA	chr1:clu_3627_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3628_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3629_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3630_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3631_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3632_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3633_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3634_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3635_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3636_NA	NA
Success	23.0995065858751	5	8.27302765608379e-09	chr1:clu_3637_NA	6.53085144355878e-08
Not enough valid samples	NA	NA	NA	chr1:clu_3638_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3639_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3640_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3641_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3642_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3643_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3644_NA	NA
Success	10.2546501542604	7	0.00456853120487288	chr1:clu_3645_NA	0.00800682092673556
Not enough valid samples	NA	NA	NA	chr1:clu_3646_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3647_NA	NA
Success	7.16057305806225	7	0.0457555239594636	chr1:clu_3648_NA	0.0615564687154452
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3649_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3650_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3651_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3652_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3653_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3654_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3655_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3656_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3657_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3658_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3659_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3660_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3661_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3662_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3663_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3664_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3665_NA	NA
Success	10.6665670146753	3	8.97685297774303e-05	chr1:clu_3666_NA	0.000245803061784056
Not enough valid samples	NA	NA	NA	chr1:clu_3667_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3668_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3669_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3670_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3671_NA	NA
Success	13.7448609565106	5	4.57868501004275e-05	chr1:clu_3672_NA	0.000135128164221916
Success	8.11106814250661	4	0.00273512486777699	chr1:clu_3673_NA	0.00508649142504164
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3674_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3675_NA	NA
Success	6.33113098322247	3	0.00542693854940356	chr1:clu_3676_NA	0.00931997074044966
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3677_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3678_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3679_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3680_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3681_NA	NA
Success	2.33461050414883	3	0.197683762404813	chr1:clu_3682_NA	0.221605917454498
Success	8.04945425920681	5	0.00656728645171599	chr1:clu_3683_NA	0.0110171590768869
Not enough valid samples	NA	NA	NA	chr1:clu_3684_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3685_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3686_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3687_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3688_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3689_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3690_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3691_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3692_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3693_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3694_NA	NA
Success	4.9582530356397	6	0.128212452363997	chr1:clu_3695_NA	0.151582280637702
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3696_NA	NA
Success	5.0485795666067	3	0.0177580477771097	chr1:clu_3697_NA	0.0267103646038987
Success	3.76247328634521	1	0.00608503593545165	chr1:clu_3698_NA	0.0103069487454823
Success	0.890470303524609	2	0.410462665312836	chr1:clu_3699_NA	0.426911122125714
Success	1.02165983037539	1	0.152875703935793	chr1:clu_3700_NA	0.176791289391857
Success	3.46230159637915	2	0.0313575065752387	chr1:clu_3701_NA	0.0441312149627633
Success	2.97736762889571	2	0.0509267155889508	chr1:clu_3702_NA	0.0676026810390316
Success	3.22766147922687	1	0.0110620435396175	chr1:clu_3703_NA	0.0175387172194779
Success	11.2937036769673	2	1.24510739594919e-05	chr1:clu_3704_NA	4.27242733904135e-05
Success	6.55705131495094	3	0.00439623827497211	chr1:clu_3705_NA	0.00773554121554326
Success	16.7333741384848	7	2.16680023562226e-05	chr1:clu_3706_NA	6.97980575261954e-05
Not enough valid samples	NA	NA	NA	chr1:clu_3707_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3708_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3709_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3710_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3711_NA	NA
Success	10.5724185729911	3	9.82306246508874e-05	chr1:clu_3712_NA	0.000265843866284556
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3713_NA	NA
Success	29.408148727186	10	6.06580229956271e-09	chr1:clu_3714_NA	4.97508378862046e-08
Not enough valid samples	NA	NA	NA	chr1:clu_3715_NA	NA
Success	35.1841654824766	12	2.73288009062832e-10	chr1:clu_3716_NA	3.13050263135811e-09
Not enough valid samples	NA	NA	NA	chr1:clu_3717_NA	NA
Success	11.9356687554894	2	6.55246819594212e-06	chr1:clu_3718_NA	2.42537295335509e-05
Success	1.36625674920094	1	0.0983244308240819	chr1:clu_3719_NA	0.120268810713886
Not enough valid samples	NA	NA	NA	chr1:clu_3720_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3721_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3722_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3723_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3724_NA	NA
Success	1.69528756036424	1	0.0655700742498336	chr1:clu_3725_NA	0.0842934804251806
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3726_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3727_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3728_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3729_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3730_NA	NA
Success	3.00389369288405	2	0.0495935897316784	chr1:clu_3731_NA	0.0661011008602229
Success	25.9901630502873	15	5.69095876070983e-06	chr1:clu_3732_NA	2.13788939629216e-05
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3733_NA	NA
Success	6.60514299313036	4	0.0102927216950137	chr1:clu_3734_NA	0.0164532744830756
Success	1.06326243880816	1	0.144768640829046	chr1:clu_3735_NA	0.168486863295647
Not enough valid samples	NA	NA	NA	chr1:clu_3736_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3737_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3738_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3739_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3740_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3741_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3742_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3743_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3744_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3745_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3746_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3747_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3748_NA	NA
Success	5.36342411164901	2	0.00468483720677466	chr1:clu_3749_NA	0.00818711663335397
Success	5.25673520023247	2	0.00521229406666207	chr1:clu_3750_NA	0.00900160319479247
Success	3.95356984483624	2	0.0191860880207762	chr1:clu_3751_NA	0.0285708679877016
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3752_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3753_NA	NA
Success	21.142841068307	6	1.61473903273562e-07	chr1:clu_3754_NA	9.13588745313767e-07
Success	1.69507681616459	1	0.0655868377319318	chr1:clu_3755_NA	0.0843088986845014
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3756_NA	NA
Success	3.3095775207953	3	0.0850799307502745	chr1:clu_3757_NA	0.105997587651449
Success	29.0871299178543	7	3.49063197074106e-10	chr1:clu_3758_NA	3.91726476716497e-09
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3759_NA	NA
Success	4.78979103087909	1	0.001967531898378	chr1:clu_3760_NA	0.00379527734408286
Success	27.747974367343	7	1.18889948305931e-09	chr1:clu_3761_NA	1.15970189641685e-08
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3762_NA	NA
Success	1.19137733511295	1	0.122681047808437	chr1:clu_3763_NA	0.145862203687215
Success	11.6676644146037	2	8.56638774163343e-06	chr1:clu_3764_NA	3.07246151244665e-05
Success	0.463304534844184	1	0.335745609112763	chr1:clu_3765_NA	0.355283699998089
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3766_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3767_NA	NA
Success	2.19897398717974	1	0.0359822010944197	chr1:clu_3768_NA	0.0498577457152609
Success	1.68459730936594	1	0.0664262209177779	chr1:clu_3769_NA	0.0852514852397419
Not enough valid samples	NA	NA	NA	chr1:clu_3770_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3771_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3772_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3773_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3774_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3775_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3776_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3777_NA	NA
Success	58.9671369467942	20	6.87157857989874e-16	chr1:clu_3778_NA	2.77388232444886e-14
Not enough valid samples	NA	NA	NA	chr1:clu_3779_NA	NA
Success	0.844218261187407	1	0.193807198203294	chr1:clu_3780_NA	0.217743594472617
Not enough valid samples	NA	NA	NA	chr1:clu_3781_NA	NA
Success	17.8990014181768	6	3.01734102427848e-06	chr1:clu_3782_NA	1.22085819930412e-05
Success	3.62043548286206	1	0.00712624028237069	chr1:clu_3783_NA	0.0118413365602051
Not enough valid samples	NA	NA	NA	chr1:clu_3784_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3785_NA	NA
Success	1.29256188868669	1	0.107871975433947	chr1:clu_3786_NA	0.130243675510282
Success	16.7282078782396	3	2.58020837664382e-07	chr1:clu_3787_NA	1.3790499866096e-06
Success	1.6311672534996	1	0.0708881394423583	chr1:clu_3788_NA	0.0902453992114494
Success	5.25885697694275	2	0.00520124646691883	chr1:clu_3789_NA	0.00898475677314214
Not enough valid samples	NA	NA	NA	chr1:clu_3790_NA	NA
Success	25.7238232218483	3	3.92750216328986e-11	chr1:clu_3791_NA	5.46173097845383e-10
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3792_NA	NA
Success	0.453491855124426	1	0.340915997821226	chr1:clu_3793_NA	0.360237356459028
Success	0.682127731125	1	0.242801332216309	chr1:clu_3794_NA	0.265942464331862
Success	1.9611963258259	2	0.140690009112086	chr1:clu_3795_NA	0.164290163256879
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3796_NA	NA
Success	0.3542820711587	1	0.399920894319489	chr1:clu_3797_NA	0.417100478379475
Not enough valid samples	NA	NA	NA	chr1:clu_3798_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3799_NA	NA
