status	loglr	df	p	cluster	p.adjust
Not enough valid samples	NA	NA	NA	chr1:clu_3255_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3256_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3257_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3258_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3259_NA	NA
Success	1.06293538620212	1	0.144830450702493	chr1:clu_3260_NA	0.225789254933407
Not enough valid samples	NA	NA	NA	chr1:clu_3261_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3262_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3263_NA	NA
Success	15.0571413678153	8	0.000201767601172594	chr1:clu_3264_NA	0.00233777445238648
Success	22.9536224162985	8	2.47547451356991e-07	chr1:clu_3265_NA	1.84957676001544e-05
Success	8.81454508511115	6	0.00722915344586883	chr1:clu_3266_NA	0.0279439024831157
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3267_NA	NA
Success	0.571402226547434	4	0.887422693032089	chr1:clu_3268_NA	0.904612116932828
Success	0.302317133120596	2	0.739103633476786	chr1:clu_3269_NA	0.777832458231192
Success	23.5487773934819	16	6.57568086208589e-05	chr1:clu_3270_NA	0.00108758251117082
Not enough valid samples	NA	NA	NA	chr1:clu_3271_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3272_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3273_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3274_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3275_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3276_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3277_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3278_NA	NA
Success	11.1040766565186	10	0.0140786044791593	chr1:clu_3279_NA	0.0443099672759234
Success	8.95655935869399	6	0.00645302351955862	chr1:clu_3280_NA	0.0258625190023004
Success	2.28677974240646	1	0.0324690340865814	chr1:clu_3281_NA	0.0790717116494521
Success	0.488804954583543	1	0.32278959428682	chr1:clu_3282_NA	0.405828396501039
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3283_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3284_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3285_NA	NA
Success	9.36480799172932	3	0.000310945517735429	chr1:clu_3286_NA	0.00318057849014335
Success	3.95425008582663	1	0.00492030462896857	chr1:clu_3287_NA	0.0214382171450812
Not enough valid samples	NA	NA	NA	chr1:clu_3288_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3289_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3290_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3291_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3292_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3293_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3294_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3295_NA	NA
Success	13.0039613639086	2	2.2513931312527e-06	chr1:clu_3296_NA	9.3812096901311e-05
Not enough valid samples	NA	NA	NA	chr1:clu_3297_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3298_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3299_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3300_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3301_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3302_NA	NA
Success	32.8942719564602	12	1.94827239113825e-09	chr1:clu_3303_NA	4.47757386500077e-07
Not enough valid samples	NA	NA	NA	chr1:clu_3304_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3305_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3306_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3307_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3308_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3309_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3310_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3311_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3312_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3313_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3314_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3315_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3316_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3317_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3318_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3319_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3320_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3321_NA	NA
Success	13.8997028389722	6	0.000102497401087862	chr1:clu_3322_NA	0.00148285855083749
Not enough valid samples	NA	NA	NA	chr1:clu_3323_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3324_NA	NA
Success	7.87764418122322	2	0.000379125155718919	chr1:clu_3325_NA	0.00365166913911549
Not enough valid samples	NA	NA	NA	chr1:clu_3326_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3327_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3328_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3329_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3330_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3331_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3332_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3333_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3334_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3335_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3336_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3337_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3338_NA	NA
Success	1.24143761955668	4	0.647704849792705	chr1:clu_3339_NA	0.699068437334226
Success	0.950763614343472	1	0.167907473143268	chr1:clu_3340_NA	0.250990291650681
Success	3.41870689025715	1	0.00892679854309578	chr1:clu_3341_NA	0.0322729897149436
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3342_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3343_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3344_NA	NA
Success	1.65549232398001	2	0.190997999658974	chr1:clu_3345_NA	0.275262714860163
Not enough valid samples	NA	NA	NA	chr1:clu_3346_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3347_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3348_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3349_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3350_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3351_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3352_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3353_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3354_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3355_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3356_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3357_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3358_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3359_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3360_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3361_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3362_NA	NA
Success	0.204014365639523	2	0.815450656632967	chr1:clu_3363_NA	0.844185318840698
Success	0.459744594634941	3	0.820722253360631	chr1:clu_3364_NA	0.848191782332401
Success	0.174324435687438	1	0.554878969457699	chr1:clu_3365_NA	0.616057149726288
Success	0.236670827395102	2	0.789251045085238	chr1:clu_3366_NA	0.822125185001009
Success	1.42372262930706	1	0.0915192615346326	chr1:clu_3367_NA	0.163448475876051
Success	0.00524929900188909	1	0.918389444748554	chr1:clu_3368_NA	0.930536232984807
Success	1.23526351063191	2	0.290758134412423	chr1:clu_3369_NA	0.375035854531965
Success	0.479738761811404	1	0.327318550444877	chr1:clu_3370_NA	0.410017635012914
Success	1.28551122422556	2	0.27650918929679	chr1:clu_3371_NA	0.361224697141497
Success	2.21732815619328	3	0.218193376620764	chr1:clu_3372_NA	0.303216145880336
Not enough valid samples	NA	NA	NA	chr1:clu_3373_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3374_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3375_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3376_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3377_NA	NA
Success	2.47328612722038	3	0.175751452130961	chr1:clu_3378_NA	0.259324408766001
Not enough valid samples	NA	NA	NA	chr1:clu_3379_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3380_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3381_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3382_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3383_NA	NA
Success	1.83418089530051	2	0.159744295497085	chr1:clu_3384_NA	0.242148072336832
Not enough valid samples	NA	NA	NA	chr1:clu_3385_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3386_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3387_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3388_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3389_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3390_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3391_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3392_NA	NA
Success	0.121852638628042	2	0.885278814791732	chr1:clu_3393_NA	0.902882943565818
Not enough valid samples	NA	NA	NA	chr1:clu_3394_NA	NA
Success	1.58119485360521	2	0.20572913509043	chr1:clu_3395_NA	0.290181648283238
Success	20.3834273194307	15	0.000347033322588987	chr1:clu_3396_NA	0.00342059555099112
Success	2.15209917574725	4	0.366399672556662	chr1:clu_3397_NA	0.44682646795666
Not enough valid samples	NA	NA	NA	chr1:clu_3398_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3399_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3400_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3401_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3402_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3403_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3404_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3405_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3406_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3407_NA	NA
Success	1.12402604338536	2	0.32496881880768	chr1:clu_3408_NA	0.407805769579225
Success	7.65031375941726	3	0.00157695681210346	chr1:clu_3409_NA	0.00976841619943721
Not enough valid samples	NA	NA	NA	chr1:clu_3410_NA	NA
Success	6.65467557035481	4	0.0098591144818176	chr1:clu_3411_NA	0.0345563865891661
Success	0.121699258105707	1	0.621762230733434	chr1:clu_3412_NA	0.675041264198782
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3413_NA	NA
Success	3.87918719484651	3	0.0512784565615875	chr1:clu_3414_NA	0.108826611026555
Success	7.09585269682452	6	0.0275664985680059	chr1:clu_3415_NA	0.0704826570906513
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3416_NA	NA
Success	0.658616587451718	1	0.251089213568803	chr1:clu_3417_NA	0.336044210640955
Success	3.59651111524522	2	0.0274192182560513	chr1:clu_3418_NA	0.0702048053216865
Success	1.69126506910946	1	0.0658908313199931	chr1:clu_3419_NA	0.129331236048194
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3420_NA	NA
Success	0.499695331705233	1	0.317457994413436	chr1:clu_3421_NA	0.400623295097682
Success	2.76068757717621	2	0.0632482653418294	chr1:clu_3422_NA	0.125707225566092
Success	0.0432619790439048	1	0.768643628910187	chr1:clu_3423_NA	0.804026832199883
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3424_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3425_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3426_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3427_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3428_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3429_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3430_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3431_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3432_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3433_NA	NA
Success	2.46083420329342	2	0.0853637105684704	chr1:clu_3434_NA	0.155281133155955
Not enough valid samples	NA	NA	NA	chr1:clu_3435_NA	NA
Success	10.8727831461692	5	0.000585232174284428	chr1:clu_3436_NA	0.00491237880550535
Success	0.812500281319274	1	0.20239593783744	chr1:clu_3437_NA	0.286884272572141
Not enough valid samples	NA	NA	NA	chr1:clu_3438_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3439_NA	NA
Success	2.17022488423407	1	0.03721709067345	chr1:clu_3440_NA	0.087143861009435
Success	6.20467476772001	3	0.00610470812240223	chr1:clu_3441_NA	0.0249352262475444
Success	0.449097452590365	1	0.343266184922662	chr1:clu_3442_NA	0.425444798515656
Success	12.5021955656648	2	3.71848003594118e-06	chr1:clu_3443_NA	0.00013368856145059
Success	1.72451760430909	1	0.0632887024941963	chr1:clu_3444_NA	0.125754274258102
Success	4.65042027085838	3	0.0255472521334807	chr1:clu_3445_NA	0.0671253125521671
Not enough valid samples	NA	NA	NA	chr1:clu_3446_NA	NA
Success	1.18019911791231	1	0.124450415656134	chr1:clu_3447_NA	0.202295891481568
Not enough valid samples	NA	NA	NA	chr1:clu_3448_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3449_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3450_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3451_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3452_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3453_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3454_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3455_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3456_NA	NA
Success	5.81955899162904	7	0.113068845703262	chr1:clu_3457_NA	0.188909355165954
Success	1.13466079396846	2	0.32153116815024	chr1:clu_3458_NA	0.404750737636813
Not enough valid samples	NA	NA	NA	chr1:clu_3459_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3460_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3461_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3462_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3463_NA	NA
Success	9.48894621020804	4	0.000793843476159005	chr1:clu_3464_NA	0.00607756144034358
Success	0.564372499738624	3	0.770139846802752	chr1:clu_3465_NA	0.805262862952783
Not enough valid samples	NA	NA	NA	chr1:clu_3466_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3467_NA	NA
Success	8.0295012440838	9	0.0656596381647699	chr1:clu_3468_NA	0.129128725142934
Not enough valid samples	NA	NA	NA	chr1:clu_3469_NA	NA
Success	1.20673902768317	1	0.120294832034551	chr1:clu_3470_NA	0.197278743602142
Success	1.07585350701038	3	0.541523111196531	chr1:clu_3471_NA	0.604816289793566
Success	3.61659933551255	5	0.203866683975114	chr1:clu_3472_NA	0.288448789521921
Success	5.60990769164755	3	0.0105947390643676	chr1:clu_3473_NA	0.0362871311927294
Not enough valid samples	NA	NA	NA	chr1:clu_3474_NA	NA
Success	4.07008804954239	4	0.0865762400552618	chr1:clu_3475_NA	0.15684276735615
Not enough valid samples	NA	NA	NA	chr1:clu_3476_NA	NA
Success	6.18301292804851	1	0.000437217265903418	chr1:clu_3477_NA	0.00401997656104609
Not enough valid samples	NA	NA	NA	chr1:clu_3478_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3479_NA	NA
Success	6.31052268211761	2	0.00181708323404391	chr1:clu_3480_NA	0.0106622788935293
Not enough valid samples	NA	NA	NA	chr1:clu_3481_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3482_NA	NA
Success	1.75243488098116	1	0.0611886564803922	chr1:clu_3483_NA	0.122875317279425
Not enough valid samples	NA	NA	NA	chr1:clu_3484_NA	NA
Success	1.98594190696002	1	0.0462659852362103	chr1:clu_3485_NA	0.101449906757081
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3486_NA	NA
Success	0.95110270949408	3	0.592950273484868	chr1:clu_3487_NA	0.649351900922327
Not enough valid samples	NA	NA	NA	chr1:clu_3488_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3489_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3490_NA	NA
Success	6.41612137397169	5	0.0250025908793865	chr1:clu_3491_NA	0.0661055832250097
Success	6.12600324621508	5	0.0314932017122932	chr1:clu_3492_NA	0.0772898851430651
Success	1.14369116244507	1	0.130429734000688	chr1:clu_3493_NA	0.209420657000935
Not enough valid samples	NA	NA	NA	chr1:clu_3494_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3495_NA	NA
Success	1.18040048940799	1	0.124418291686846	chr1:clu_3496_NA	0.202268848841904
Success	13.1445202917505	6	0.000196661412321509	chr1:clu_3497_NA	0.00230328333702381
Success	8.40878780460423	5	0.00485908480967566	chr1:clu_3498_NA	0.02127358181926
Success	0.85565748818658	1	0.190814847895971	chr1:clu_3499_NA	0.275042424452147
Not enough valid samples	NA	NA	NA	chr1:clu_3500_NA	NA
Success	4.35712415821399	6	0.190297736977128	chr1:clu_3501_NA	0.274449576023253
