status	loglr	df	p	cluster	p.adjust
Success	0.161049140924163	1	0.570349374722069	chr1:clu_3518_NA	1
Success	0.000299302075255525	1	0.980480594032599	chr1:clu_3519_NA	1
Success	0.519554712910121	5	0.959350049504683	chr1:clu_3520_NA	1
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3521_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3522_NA	NA
Success	3.02625293972315	1	0.0138865756313643	chr1:clu_3523_NA	0.18358470626036
Success	12.5821502646459	11	0.00862488438465996	chr1:clu_3524_NA	0.139385424756871
Success	0.136728861543247	2	0.872206682848363	chr1:clu_3525_NA	1
Success	0.0535285794588134	2	0.947878850752117	chr1:clu_3526_NA	1
Success	1.06250318938919	1	0.144912177452439	chr1:clu_3527_NA	0.602039325363762
Success	0.197816105502575	1	0.529353630144736	chr1:clu_3528_NA	0.982128377568066
Success	0.849787884409807	2	0.427505602935299	chr1:clu_3529_NA	0.909972215616959
Success	0.418769790213929	2	0.65785562263927	chr1:clu_3530_NA	1
Success	0.0130349794814606	1	0.871729583298982	chr1:clu_3531_NA	1
Success	0.61515986554285	1	0.267344867002436	chr1:clu_3532_NA	0.761872748452904
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3533_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3534_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3535_NA	NA
Success	2.67361748432631	6	0.500109205231108	chr1:clu_3536_NA	0.963283078174993
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3537_NA	NA
Success	0.0349386303323485	1	0.791515572204444	chr1:clu_3538_NA	1
Success	3.89352850003525	14	0.900122113230545	chr1:clu_3539_NA	1
Success	-2.95654498322892	7	1	chr1:clu_3540_NA	1
Success	2.6268191439608	2	0.0723080984769633	chr1:clu_3541_NA	0.437693015500884
Success	0.896000956928447	1	0.180682439836497	chr1:clu_3542_NA	0.656306060918715
Success	0.00158076096522564	1	0.955160643585001	chr1:clu_3543_NA	1
Success	1.15923603071599	4	0.677407978147385	chr1:clu_3544_NA	1
Success	1.67591800412356	8	0.910379602073834	chr1:clu_3545_NA	1
Success	-0.293076978296995	4	1	chr1:clu_3546_NA	1
Success	1.30838775507118	3	0.45455617054588	chr1:clu_3547_NA	0.931088204416147
Success	0.378976820083864	2	0.684561480560079	chr1:clu_3548_NA	1
Success	0.22354249911848	3	0.930352940058122	chr1:clu_3549_NA	1
Success	0.689888462210547	6	0.967077056185219	chr1:clu_3550_NA	1
Success	-0.312429117114107	4	1	chr1:clu_3551_NA	1
Success	8.47776874414308	4	0.00197177757623176	chr1:clu_3552_NA	0.0532971024179602
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3553_NA	NA
Success	0.66177085008448	1	0.249957414077989	chr1:clu_3554_NA	0.743906772466703
Success	0.800167028570058	1	0.205855876393565	chr1:clu_3555_NA	0.692341980609803
Success	6.88719927625678	3	0.00322888665203209	chr1:clu_3556_NA	0.0736778061973019
Success	0.830063750468838	1	0.19758610981924	chr1:clu_3557_NA	0.681207170382685
Success	0.0931944409574328	1	0.665939269451606	chr1:clu_3558_NA	1
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3559_NA	NA
Success	0.396667194565794	2	0.672557819287796	chr1:clu_3560_NA	1
Success	1.21127288016442	6	0.87703332677653	chr1:clu_3561_NA	1
Success	0.0378161935655044	3	0.994591861344497	chr1:clu_3562_NA	1
Success	1.88498786998844	7	0.805857754635567	chr1:clu_3563_NA	1
Success	4.95380688922624	2	0.00705649443866147	chr1:clu_3564_NA	0.123641596128535
Success	0.657164191031981	2	0.518319106317808	chr1:clu_3565_NA	0.973391309223887
Success	0.226303090724855	2	0.797476357345092	chr1:clu_3566_NA	1
Success	2.52177041455876	2	0.0803172859109672	chr1:clu_3567_NA	0.458834643419055
Success	3.6976476492955	5	0.192862022416584	chr1:clu_3568_NA	0.673851841560218
Success	3.48247917469143	4	0.13775164430818	chr1:clu_3569_NA	0.588455938738288
Success	0.411241233919696	1	0.36445534899202	chr1:clu_3570_NA	0.860602273589984
Success	1.51151457603419	1	0.0820900025669954	chr1:clu_3571_NA	0.463144076732065
Success	28.3360389077297	14	4.45814498287187e-07	chr1:clu_3572_NA	7.23350221158185e-05
Success	0.00754162395580238	1	0.902254486718281	chr1:clu_3573_NA	1
Success	1.25517123818554	6	0.867308386608674	chr1:clu_3574_NA	1
Success	0.26879442889053	1	0.463433703262934	chr1:clu_3575_NA	0.937694083078134
Success	4.56268148030404	5	0.104167120003431	chr1:clu_3576_NA	0.516873478767607
Success	1.95037436661073	1	0.0482645933135668	chr1:clu_3577_NA	0.360508217600869
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3578_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3579_NA	NA
Success	0.0964621656906957	1	0.660493785549953	chr1:clu_3580_NA	1
Success	1.5585995898096	1	0.0774698352631676	chr1:clu_3581_NA	0.45233608892714
Not enough valid samples	NA	NA	NA	chr1:clu_3582_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3583_NA	NA
Success	1.15532865610245	1	0.128489704542714	chr1:clu_3584_NA	0.570009959625215
Success	6.60686059076397	8	0.104704647167654	chr1:clu_3585_NA	0.518252519491441
Success	0.0793985443506244	6	0.999921390294422	chr1:clu_3586_NA	1
Success	1.08365242133414	2	0.338357442079864	chr1:clu_3587_NA	0.836453823238386
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3588_NA	NA
Success	1.44515834349477	4	0.576345218295033	chr1:clu_3589_NA	1
Success	0.260436916993058	2	0.770714773847996	chr1:clu_3590_NA	1
Success	1.25216640866893	15	0.99987135349335	chr1:clu_3591_NA	1
Success	2.07013703363027	2	0.126168491194001	chr1:clu_3592_NA	0.564508307125297
Success	0.0996147491822796	5	0.999122131213847	chr1:clu_3593_NA	1
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3594_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3595_NA	NA
Success	-0.342576392495801	3	1	chr1:clu_3596_NA	1
Success	0.527339777231916	1	0.304431799712588	chr1:clu_3597_NA	0.802756192127728
Success	3.79817897372646	4	0.107534612309058	chr1:clu_3598_NA	0.525144032281676
Success	0.290847466180033	1	0.445648727412268	chr1:clu_3599_NA	0.923602260029456
Success	3.46451790847561	5	0.225971733173052	chr1:clu_3600_NA	0.715773911796394
Success	15.4325050120624	12	0.00206554486607442	chr1:clu_3601_NA	0.0549447433890869
Success	8.89987143897906	6	0.00675262828603808	chr1:clu_3602_NA	0.119639977116529
Success	1.64384395325641	3	0.349359938366877	chr1:clu_3603_NA	0.847549931681066
Success	0.275293601192175	1	0.458077862795147	chr1:clu_3604_NA	0.933881743669018
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3605_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3606_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3607_NA	NA
Success	-2.13772229891811	6	1	chr1:clu_3608_NA	1
Success	0.467712505421332	3	0.816871603546096	chr1:clu_3609_NA	1
Success	0.000664721041516714	1	0.970914364796092	chr1:clu_3610_NA	1
Success	0.748062963103138	2	0.473282430941078	chr1:clu_3611_NA	0.943506233927094
Not enough valid samples	NA	NA	NA	chr1:clu_3612_NA	NA
Success	0.0317174137894654	2	0.968780307357778	chr1:clu_3613_NA	1
Success	0.0962374106245534	2	0.908248362659485	chr1:clu_3614_NA	1
Success	0.576317592474652	1	0.28299819184497	chr1:clu_3615_NA	0.780312224827829
Success	0.111735477171976	1	0.636407857074537	chr1:clu_3616_NA	1
Success	0.330626561649751	2	0.718473424479354	chr1:clu_3617_NA	1
Success	3.3762387717843	11	0.818759500216056	chr1:clu_3618_NA	1
Success	0.401070464350823	3	0.848954883216757	chr1:clu_3619_NA	1
Success	0.808469397173212	2	0.445539488597094	chr1:clu_3620_NA	0.923593589719725
Not enough valid samples	NA	NA	NA	chr1:clu_3621_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3622_NA	NA
Success	1.19609723895667	4	0.664038309423685	chr1:clu_3623_NA	1
Success	1.72972291726165	2	0.177333539225778	chr1:clu_3624_NA	0.651794429850622
Success	0.0220718556261374	1	0.833586465654112	chr1:clu_3625_NA	1
Success	1.2617051082334	3	0.471075185318338	chr1:clu_3626_NA	0.942579229980351
Success	4.57764663095077	12	0.689612205689937	chr1:clu_3627_NA	1
Success	3.8181192508091e-05	1	0.993027728722541	chr1:clu_3628_NA	1
Success	4.08582045030161	1	0.00425503955422642	chr1:clu_3629_NA	0.0889611896337254
Success	0.459616090426948	1	0.337676657286764	chr1:clu_3630_NA	0.836228584702139
Success	1.14604835573971	2	0.317890480730557	chr1:clu_3631_NA	0.816338297456608
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3632_NA	NA
Success	-0.864168228751168	7	1	chr1:clu_3633_NA	1
Success	1.64264297090433	1	0.0699034510818085	chr1:clu_3634_NA	0.430302112365179
Success	-0.237022461330071	2	1	chr1:clu_3635_NA	1
Not enough valid samples	NA	NA	NA	chr1:clu_3636_NA	NA
Success	0.121496938026439	5	0.998579982152099	chr1:clu_3637_NA	1
Not enough valid samples	NA	NA	NA	chr1:clu_3638_NA	NA
Success	0.000732481628638482	1	0.969468552101787	chr1:clu_3639_NA	1
Not enough valid samples	NA	NA	NA	chr1:clu_3640_NA	NA
Success	2.63845436626799	1	0.0216100825997305	chr1:clu_3641_NA	0.235275592787035
Success	2.73019041026399	2	0.0652068724281873	chr1:clu_3642_NA	0.416648921375818
Success	0.398492624433402	3	0.850187985457836	chr1:clu_3643_NA	1
Success	0.288351676537445	3	0.90174427532821	chr1:clu_3644_NA	1
Success	3.36282285628977	7	0.457993547578532	chr1:clu_3645_NA	0.933832034217351
Not enough valid samples	NA	NA	NA	chr1:clu_3646_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3647_NA	NA
Success	2.72699458578609	6	0.487035090847709	chr1:clu_3648_NA	0.953517203248555
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3649_NA	NA
Success	0.210392816291773	1	0.516545289007284	chr1:clu_3650_NA	0.972421393641871
Success	3.98469444066279	2	0.0185981262857463	chr1:clu_3651_NA	0.216420080087313
Success	0.650507243353559	3	0.728892190443589	chr1:clu_3652_NA	1
Success	0.360758126814289	2	0.697147599386804	chr1:clu_3653_NA	1
Not enough valid samples	NA	NA	NA	chr1:clu_3654_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3655_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3656_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3657_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3658_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3659_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3660_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3661_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3662_NA	NA
Success	6.16391963388651	12	0.419722579524337	chr1:clu_3663_NA	0.904964085318996
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3664_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3665_NA	NA
Success	1.64648152266625	3	0.348623259302903	chr1:clu_3666_NA	0.846581561870056
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3667_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3668_NA	NA
Success	0.297423506643934	1	0.440550905766096	chr1:clu_3669_NA	0.918940219002938
Success	0.282411335372288	1	0.452323615250418	chr1:clu_3670_NA	0.929414193979771
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3671_NA	NA
Success	2.08809864618297	5	0.524336948392177	chr1:clu_3672_NA	0.978239329787219
Success	-1.07850197071616	4	1	chr1:clu_3673_NA	1
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3674_NA	NA
Success	-0.566365797383924	3	1	chr1:clu_3675_NA	1
Success	-3.6601259294614	3	1	chr1:clu_3676_NA	1
Success	3.32321274699781	1	0.00993549526204064	chr1:clu_3677_NA	0.151461333496802
Success	1.56313939975267	1	0.0770394046447578	chr1:clu_3678_NA	0.451036818849729
Success	0.597391308393298	2	0.550245185433856	chr1:clu_3679_NA	0.996699402027763
Success	3.16492043956466	1	0.0118722968978008	chr1:clu_3680_NA	0.169234370777488
Success	1.3087432151558	6	0.855094302950032	chr1:clu_3681_NA	1
Success	0.477067348556716	4	0.916669076726714	chr1:clu_3682_NA	1
Success	0.857408967986999	6	0.943971572944801	chr1:clu_3683_NA	1
Success	1.26108009686789	5	0.773154066565352	chr1:clu_3684_NA	1
Not enough valid samples	NA	NA	NA	chr1:clu_3685_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3686_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3687_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3688_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3689_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3690_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3691_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3692_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3693_NA	NA
Success	0.0221803855517919	2	0.978063790561122	chr1:clu_3694_NA	1
Success	0.485045748050197	6	0.986720710727729	chr1:clu_3695_NA	1
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3696_NA	NA
Success	0.338798766272191	3	0.878460153417474	chr1:clu_3697_NA	1
Success	0.12817334304674	1	0.612641213587206	chr1:clu_3698_NA	1
Success	0.35297983227241	2	0.702591362905571	chr1:clu_3699_NA	1
Success	0.483613527066382	1	0.325372718567768	chr1:clu_3700_NA	0.824118195127781
Success	0.0392871116279139	2	0.961474618970863	chr1:clu_3701_NA	1
Success	0.416056467504887	2	0.659643021037193	chr1:clu_3702_NA	1
Success	0.521386086071686	1	0.307177613372617	chr1:clu_3703_NA	0.805912710879457
Success	-0.804093016794127	2	1	chr1:clu_3704_NA	1
Success	0.456583043515423	3	0.822249422766134	chr1:clu_3705_NA	1
Success	11.4427532626923	7	0.00178464543134596	chr1:clu_3706_NA	0.0497296681764755
Success	1.85970463298268	1	0.0537833959562326	chr1:clu_3707_NA	0.380782545237946
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3708_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3709_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3710_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3711_NA	NA
Success	3.18603836612078	4	0.173031161436006	chr1:clu_3712_NA	0.646059790992828
Success	1.33542204298472	1	0.102201806997493	chr1:clu_3713_NA	0.512334817515872
Success	-1.59405066468116	10	1	chr1:clu_3714_NA	1
Success	5.3021424919794	2	0.00498091090520948	chr1:clu_3715_NA	0.0987521271074871
Success	-3.09565951623335	11	1	chr1:clu_3716_NA	1
Success	0.387489601156062	1	0.37868109022901	chr1:clu_3717_NA	0.871625816140421
Success	0.168491526555727	2	0.844938422927245	chr1:clu_3718_NA	1
Success	0.886621621791619	1	0.18298121089252	chr1:clu_3719_NA	0.659682584979501
Success	0.935058298396839	1	0.171461726132084	chr1:clu_3720_NA	0.644075358865361
Success	0.000100487890563272	1	0.988689094415497	chr1:clu_3721_NA	1
Success	0.0977147786685322	1	0.658435546899167	chr1:clu_3722_NA	1
Success	-0.11790450525973	3	1	chr1:clu_3723_NA	1
Success	0.148427424613317	4	0.990016296459778	chr1:clu_3724_NA	1
Success	0.118192047387225	1	0.626829997451205	chr1:clu_3725_NA	1
Success	1.50759098942461	1	0.0824881961591309	chr1:clu_3726_NA	0.463866662779511
Success	0.0316659774491086	1	0.801305107161083	chr1:clu_3727_NA	1
Success	-2.61730792053413	4	1	chr1:clu_3728_NA	1
Success	2.46350802951389	3	0.177220062775651	chr1:clu_3729_NA	0.651794429850622
Success	3.16542534627598	4	0.175765079359899	chr1:clu_3730_NA	0.6504183406785
Success	0.0556329166720388	2	0.945886291256692	chr1:clu_3731_NA	1
Success	5.61211651546637	16	0.795437591876461	chr1:clu_3732_NA	1
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3733_NA	NA
Success	-0.761765010708359	4	1	chr1:clu_3734_NA	1
Success	0.517107021481714	1	0.309170961131921	chr1:clu_3735_NA	0.807629328418149
Not enough valid samples	NA	NA	NA	chr1:clu_3736_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3737_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3738_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3739_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3740_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3741_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3742_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3743_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3744_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3745_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3746_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3747_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3748_NA	NA
Success	1.50307840588448	3	0.390676890736764	chr1:clu_3749_NA	0.882110673627179
Success	1.4659819929293	2	0.230851185902544	chr1:clu_3750_NA	0.722208058396782
Success	0.897975814112215	2	0.407393465795259	chr1:clu_3751_NA	0.894630750150226
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3752_NA	NA
Success	3.30242273697741	2	0.0367939173460932	chr1:clu_3753_NA	0.313823647196874
Success	10.9713395423023	5	0.000536899241810706	chr1:clu_3754_NA	0.0218509880483761
Success	0.0370931288373697	1	0.785336350893482	chr1:clu_3755_NA	1
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3756_NA	NA
Success	4.32201956854487	3	0.0344177871463147	chr1:clu_3757_NA	0.301378461849428
Success	-11.3833380880515	7	1	chr1:clu_3758_NA	1
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3759_NA	NA
Success	0.00441726848828239	1	0.92511533879317	chr1:clu_3760_NA	1
Success	2.43097331948138	7	0.676806046582058	chr1:clu_3761_NA	1
Success	9.4446360987028	1	1.38529513010334e-05	chr1:clu_3762_NA	0.00126533217000556
Success	0.0769693609748856	1	0.694799436701035	chr1:clu_3763_NA	1
Success	0.602677427832532	2	0.547344197901286	chr1:clu_3764_NA	0.994849894407018
Success	1.00425093934672	1	0.156419714312255	chr1:clu_3765_NA	0.620875838516619
Not enough valid samples	NA	NA	NA	chr1:clu_3766_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3767_NA	NA
Success	0.0292770227170038	1	0.808796100706045	chr1:clu_3768_NA	1
Success	1.65917817614489	1	0.0685102916075253	chr1:clu_3769_NA	0.426491677102822
Success	1.18250759139752	1	0.124082706002558	chr1:clu_3770_NA	0.56163458301183
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3771_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3772_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3773_NA	NA
Success	0.377742377638299	2	0.685407054106842	chr1:clu_3774_NA	1
Success	-1.12059245766179	3	1	chr1:clu_3775_NA	1
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3776_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3777_NA	NA
Success	1.9757170489811	20	0.999957946192102	chr1:clu_3778_NA	1
Not enough valid samples	NA	NA	NA	chr1:clu_3779_NA	NA
Success	0.00493760710394753	1	0.920841236347896	chr1:clu_3780_NA	1
Success	0.0364888402783095	1	0.787049615553079	chr1:clu_3781_NA	1
Success	10.3488244316159	6	0.002078707354192	chr1:clu_3782_NA	0.0551696775981253
Success	1.07465185534636	1	0.142634562842323	chr1:clu_3783_NA	0.597983671544247
Success	1.05492881852754	1	0.146352932285574	chr1:clu_3784_NA	0.604482143427432
Success	0.608313249735602	1	0.270023720283346	chr1:clu_3785_NA	0.766149277673401
Success	0.422703871537692	1	0.357854719577921	chr1:clu_3786_NA	0.855578256699648
Success	0.877411721659428	3	0.624814847898207	chr1:clu_3787_NA	1
Success	0.289609850512107	1	0.446618335837456	chr1:clu_3788_NA	0.924250008712998
Success	7.95919870704438	2	0.000349433003513666	chr1:clu_3789_NA	0.0160210704062081
Success	0.00623090349540689	1	0.911114830445737	chr1:clu_3790_NA	1
Success	-4.48247251985686	4	1	chr1:clu_3791_NA	1
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3792_NA	NA
Success	0.117175001566075	1	0.628316958650619	chr1:clu_3793_NA	1
Success	4.49465014133128	1	0.0027156496460004	chr1:clu_3794_NA	0.0663645138646629
Success	0.914366242547885	2	0.400770536937747	chr1:clu_3795_NA	0.891014563296335
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3796_NA	NA
Success	0.842130904893921	1	0.194359119411796	chr1:clu_3797_NA	0.676167208367146
Success	1.37256459905316	1	0.0975511921082014	chr1:clu_3798_NA	0.50167961709228
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3799_NA	NA
Success	0.696701277478041	5	0.925033599833511	chr1:clu_3800_NA	1
Success	0.983238869853039	2	0.374097481483104	chr1:clu_3801_NA	0.86831882326838
Success	0.336784083400019	1	0.411810340888276	chr1:clu_3802_NA	0.898438594025487
