status	loglr	df	p	cluster	p.adjust
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3514_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3515_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3516_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3517_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3518_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3519_NA	NA
Success	4.56127859351317	3	0.0277050293698241	chr1:clu_3520_NA	0.0619699801988994
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3521_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3522_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3523_NA	NA
Success	7.91484676709308	5	0.00734750714110893	chr1:clu_3524_NA	0.0266099649497493
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3525_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3526_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3527_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3528_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3529_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3530_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3531_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3532_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3533_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3534_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3535_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3536_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3537_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3538_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3539_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3540_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3541_NA	NA
Success	0.374608538474405	1	0.386724222092483	chr1:clu_3542_NA	0.437805287291498
Not enough valid samples	NA	NA	NA	chr1:clu_3543_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3544_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3545_NA	NA
Success	0.516603574182227	1	0.309406589304847	chr1:clu_3546_NA	0.363525659347665
Success	1.18254853888902	1	0.124076194499881	chr1:clu_3547_NA	0.174684434357914
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3548_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3549_NA	NA
Success	1.85396596400517	3	0.29477834369082	chr1:clu_3550_NA	0.349021900223326
Success	0.00177510028038341	2	0.998226474278315	chr1:clu_3551_NA	0.998420518172751
Not enough valid samples	NA	NA	NA	chr1:clu_3552_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3553_NA	NA
Success	0.0541774043081915	1	0.742024993143594	chr1:clu_3554_NA	0.766352053670849
Not enough valid samples	NA	NA	NA	chr1:clu_3555_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3556_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3557_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3558_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3559_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3560_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3561_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3562_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3563_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3564_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3565_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3566_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3567_NA	NA
Success	1.67374494145588	2	0.18754340979603	chr1:clu_3568_NA	0.241602402135215
Success	5.21429005573151	3	0.0152532889970333	chr1:clu_3569_NA	0.042089697704363
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3570_NA	NA
Success	1.83818337679378	1	0.0551889882774355	chr1:clu_3571_NA	0.097374284473633
Success	19.1814855012999	13	0.000252526750798711	chr1:clu_3572_NA	0.0033118121710526
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3573_NA	NA
Success	7.49295090815468	4	0.00473054721145259	chr1:clu_3574_NA	0.0200582675597691
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3575_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3576_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3577_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3578_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3579_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3580_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3581_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3582_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3583_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3584_NA	NA
Success	6.3210987673956	8	0.124767847872741	chr1:clu_3585_NA	0.175386258060617
Success	7.54612741822257	5	0.00997533551411887	chr1:clu_3586_NA	0.032071880278024
Not enough valid samples	NA	NA	NA	chr1:clu_3587_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3588_NA	NA
Success	0.880431187413251	3	0.623488524636267	chr1:clu_3589_NA	0.65914450149205
Success	1.05891369900837	2	0.346832370111977	chr1:clu_3590_NA	0.399615181980327
Success	5.68525776870274	3	0.00988214896455734	chr1:clu_3591_NA	0.0319189896247975
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3592_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3593_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3594_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3595_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3596_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3597_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3598_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3599_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3600_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3601_NA	NA
Success	1.11180126506895	2	0.32896587234581	chr1:clu_3602_NA	0.382719114073706
Success	1.55663503958956	1	0.0776569006116536	chr1:clu_3603_NA	0.123782725923326
Success	1.43011520088498	1	0.0907944926588821	chr1:clu_3604_NA	0.138488516668232
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3605_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3606_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3607_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3608_NA	NA
Success	8.30778380170568	2	0.000246589930424885	chr1:clu_3609_NA	0.00328083167051435
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3610_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3611_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3612_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3613_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3614_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3615_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3616_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3617_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3618_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3619_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3620_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3621_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3622_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3623_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3624_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3625_NA	NA
Success	0.000430263527690045	1	0.9765976191546	chr1:clu_3626_NA	0.978817015081514
Not enough valid samples	NA	NA	NA	chr1:clu_3627_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3628_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3629_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3630_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3631_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3632_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3633_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3634_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3635_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3636_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3637_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3638_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3639_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3640_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3641_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3642_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3643_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3644_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3645_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3646_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3647_NA	NA
Success	4.62398821050965	3	0.0261692827262123	chr1:clu_3648_NA	0.0599069496347069
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3649_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3650_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3651_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3652_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3653_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3654_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3655_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3656_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3657_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3658_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3659_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3660_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3661_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3662_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3663_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3664_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3665_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3666_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3667_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3668_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3669_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3670_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3671_NA	NA
Success	2.24334812651216	2	0.10610266387023	chr1:clu_3672_NA	0.155374321174544
Success	6.55017916604294	2	0.0014298593931075	chr1:clu_3673_NA	0.00946454099142685
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3674_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3675_NA	NA
Success	2.52657847723121	1	0.0245811124771108	chr1:clu_3676_NA	0.0575510468977222
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3677_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3678_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3679_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3680_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3681_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3682_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3683_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3684_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3685_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3686_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3687_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3688_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3689_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3690_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3691_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3692_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3693_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3694_NA	NA
Success	0.357443682813255	2	0.699462089570654	chr1:clu_3695_NA	0.728142488171878
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3696_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3697_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3698_NA	NA
Success	0.0047794764556528	1	0.922115010928645	chr1:clu_3699_NA	0.92972536523268
Success	2.55406248434317	1	0.023814043652876	chr1:clu_3700_NA	0.0563448157305018
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3701_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3702_NA	NA
Success	0.0976482450617482	1	0.658544474367516	chr1:clu_3703_NA	0.690670777710081
Success	3.34840488098694	1	0.00965855775043506	chr1:clu_3704_NA	0.0314462456225934
Success	1.94913867669283	1	0.0483356452510342	chr1:clu_3705_NA	0.0894722412873202
Success	5.2420070708651	4	0.0330179048240251	chr1:clu_3706_NA	0.0696262812655261
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3707_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3708_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3709_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3710_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3711_NA	NA
Success	6.03141658594271	3	0.00717099084385265	chr1:clu_3712_NA	0.026181537918525
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3713_NA	NA
Success	3.0982078962486	3	0.102435540420082	chr1:clu_3714_NA	0.151353977402545
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3715_NA	NA
Success	1.03651325923335	3	0.557388927123313	chr1:clu_3716_NA	0.598695670383095
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3717_NA	NA
Success	1.88044855743499	1	0.0524644227820323	chr1:clu_3718_NA	0.094360392525108
Success	1.24446729557167	1	0.114649312156857	chr1:clu_3719_NA	0.164518618802012
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3720_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3721_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3722_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3723_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3724_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3725_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3726_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3727_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3728_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3729_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3730_NA	NA
Success	0.321044810128342	2	0.725390745409457	chr1:clu_3731_NA	0.751838551409412
Success	17.3214203076834	8	3.10551057757375e-05	chr1:clu_3732_NA	0.000902761982588106
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3733_NA	NA
Success	0.407515145772862	1	0.366637210286077	chr1:clu_3734_NA	0.419153605241882
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3735_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3736_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3737_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3738_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3739_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3740_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3741_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3742_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3743_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3744_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3745_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3746_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3747_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3748_NA	NA
Success	3.34360460516996	1	0.00971071049312711	chr1:clu_3749_NA	0.0315501004360998
Success	6.74305064062901	2	0.00117904482265672	chr1:clu_3750_NA	0.0083908418084505
Success	2.18001326544163	2	0.113040031104569	chr1:clu_3751_NA	0.162829966417519
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3752_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3753_NA	NA
Success	2.17892127878486	3	0.225326339367487	chr1:clu_3754_NA	0.27999817859254
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3755_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3756_NA	NA
Success	2.35024234594096	2	0.0953460526865577	chr1:clu_3757_NA	0.143516496272034
Success	8.29075503135567	4	0.00233035372814141	chr1:clu_3758_NA	0.0129293129374634
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3759_NA	NA
Success	0.22694175013541	1	0.500496488192659	chr1:clu_3760_NA	0.546369433645112
Success	3.18355446560201	4	0.173358559725541	chr1:clu_3761_NA	0.226335340262493
Success	2.50932494608011	1	0.0250757134732141	chr1:clu_3762_NA	0.0582583854865342
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3763_NA	NA
Success	2.35974418542628	2	0.0944443803551948	chr1:clu_3764_NA	0.142562434496654
Success	0.0936168452321482	1	0.665229035268507	chr1:clu_3765_NA	0.696640121330033
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3766_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3767_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3768_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3769_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3770_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3771_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3772_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3773_NA	NA
Not enough valid samples	NA	NA	NA	chr1:clu_3774_NA	NA
<=1 sample with coverage>min_coverage	NA	NA	NA	chr1:clu_3775_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3776_NA	NA
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3777_NA	NA
Success	5.07474881377129	5	0.0711084366318683	chr1:clu_3778_NA	0.116175892024716
<=1 sample with coverage>0	NA	NA	NA	chr1:clu_3779_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3780_NA	NA
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_3781_NA	NA
Success	7.11917047972838	4	0.00657196444797462	chr1:clu_3782_NA	0.0247305809895018
Success	0.999714464451143	1	0.157358483717534	chr1:clu_3783_NA	0.209883829142301
